RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
1	-2611315	-3589702	55.889082	-3.569419	55:53:21N	3:34:10W	30UVG6438593881	NN30-02	A	ADM1		UK	W9				V				WESTLOTHIANCOUNTY	West Lothian County	West Lothian County	WESTLOTHIANCOUNTY	West Lothian County	West Lothian County		2010-08-31	1,2,3,4,5,6,7				1993-09-01		
1	-2611315	-3577286	55.889082	-3.569419	55:53:21N	3:34:10W	30UVG6438593881	NN30-02	A	ADM1		UK	W9				V				LINLITHGOWSHIRE	Linlithgowshire	Linlithgowshire	LINLITHGOWSHIRE	Linlithgowshire	Linlithgowshire		2010-08-31	1,2,3,4,5,6,7				1993-09-01		
1	-2611315	-3589701	55.889082	-3.569419	55:53:21N	3:34:10W	30UVG6438593881	NN30-02	A	ADM1		UK	W9				N				WESTLOTHIAN	West Lothian	West Lothian	WESTLOTHIAN	West Lothian	West Lothian		2010-08-31	1,2,3,4,5,6,7	1			1993-09-01		
1	-2605115	-3582090	55.75	-3.25	55:45:00N	3:15:00W	30UVG8430878284	NN30-02	A	ADM2		UK	T9				N		Peebles		PEEBLESSHIRE	Peeblesshire	Peeblesshire	PEEBLESSHIRE	Peeblesshire	Peeblesshire		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2605115	-3582089	55.75	-3.25	55:45:00N	3:15:00W	30UVG8430878284	NN30-02	A	ADM2		UK	T9				V				PEEBLESCOUNTY	Peebles County	Peebles County	PEEBLESCOUNTY	Peebles County	Peebles County		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2605115	-3588524	55.75	-3.25	55:45:00N	3:15:00W	30UVG8430878284	NN30-02	A	ADM2		UK	T9				V				TWEEDDALE	Tweeddale	Tweeddale	TWEEDDALE	Tweeddale	Tweeddale		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2605115	-3582087	55.75	-3.25	55:45:00N	3:15:00W	30UVG8430878284	NN30-02	A	ADM2		UK	T9				V				PEEBLES	Peebles	Peebles	PEEBLES	Peebles	Peebles		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2608314	-3586053	53.716667	-2.733333	53:43:00N	2:44:00W	30UWE1759852032	NN30-08	A	ADMD		UK	H2				N				SOUTHRIBBLE	South Ribble	South Ribble	SOUTHRIBBLE	South Ribble	South Ribble		2010-04-30	1,2,3,4,5	1			1993-09-01		
1	-2611297	-3589682	53.65	-2.8	53:39:00N	2:48:00W	30UWE1322044600	NN30-08	A	ADM2		UK	H2				N		West Lancashire		WESTLANCASHIREDISTRICT	West Lancashire District	West Lancashire District	WESTLANCASHIREDISTRICT	West Lancashire District	West Lancashire District		2010-04-30	1,2,3,4,5	1			1993-09-01		
1	-2610862	-3589178	55.166667	-1.583333	55:10:00N	1:35:00W	30UWG9024314254	NN30-03	A	ADM2		UK	J6				N		Wansbeck		WANSBECKDISTRICT	Wansbeck District	Wansbeck District	WANSBECKDISTRICT	Wansbeck District	Wansbeck District		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2592035	-3565968	55.15	-1.8	55:09:00N	1:48:00W	30UWG7647412141	NN30-03	A	ADM2		UK	J6				N		Castle Morpeth		CASTLEMORPETHDISTRICT	Castle Morpeth District	Castle Morpeth District	CASTLEMORPETHDISTRICT	Castle Morpeth District	Castle Morpeth District		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2594816	-3569466	55.166667	-3.5	55:10:00N	3:30:00W	30UVG6814913452	NN30-02	A	ADM2		UK	U2				V				DUMFRIES	Dumfries	Dumfries	DUMFRIES	Dumfries	Dumfries		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2594816	-3569469	55.166667	-3.5	55:10:00N	3:30:00W	30UVG6814913452	NN30-02	A	ADM2		UK	U2				V				DUMFRIESCOUNTY	Dumfries County	Dumfries County	DUMFRIESCOUNTY	Dumfries County	Dumfries County		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2594816	-3569471	55.166667	-3.5	55:10:00N	3:30:00W	30UVG6814913452	NN30-02	A	ADM2		UK	U2				N		Dumfries		DUMFRIESSHIRE	Dumfriesshire	Dumfriesshire	DUMFRIESSHIRE	Dumfriesshire	Dumfriesshire		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2592190	-3566173	53.45	-2.133333	53:27:00N	2:08:00W	30UWE5755522681	NN30-08	A	ADMD		UK	O1				N				CHADDERTON	Chadderton	Chadderton	CHADDERTON	Chadderton	Chadderton		2010-04-30	1,2,3,4,5	1			1993-09-01		
1	-2595264	-3570005	53.316667	-.933333	53:19:00N	0:56:00W	30UXE3766909490	NN30-09	A	ADMD		UK	J9				N				EASTRETFORD	East Retford	East Retford	EASTRETFORD	East Retford	East Retford		2010-05-24	1,2,3,4,5	1			1993-09-01		
1	-2588150	-3561110	55.416667	-1.7	55:25:00N	1:42:00W	30UWG8229341928	NN30-03	A	ADMD		UK	J6				N				ALNWICK	Alnwick	Alnwick	ALNWICK	Alnwick	Alnwick		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2604186	-3580982	55.7	-2.1	55:42:00N	2:06:00W	30UWG5656473058	NN30-02	A	ADMD		UK	J6				N				NORHAMANDISLANDSHIRES	Norham and Islandshires	Norham and Islandshires	NORHAMANDISLANDSHIRES	Norham and Islandshires	Norham and Islandshires		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2589772	-3563170	55.75	-2.5	55:45:00N	2:30:00W	30UWG3138578369	NN30-02	A	ADM2		UK	T9				V				BERWICKCOUNTY	Berwick County	Berwick County	BERWICKCOUNTY	Berwick County	Berwick County		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2589772	-3563177	55.75	-2.5	55:45:00N	2:30:00W	30UWG3138578369	NN30-02	A	ADM2		UK	T9				N		Berwick		BERWICKSHIRE	Berwickshire	Berwickshire	BERWICKSHIRE	Berwickshire	Berwickshire		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2589772	-3563165	55.75	-2.5	55:45:00N	2:30:00W	30UWG3138578369	NN30-02	A	ADM2		UK	T9				V				BERWICK	Berwick	Berwick	BERWICK	Berwick	Berwick		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2606611	-3583948	55.5	-2.5	55:30:00N	2:30:00W	30UWG3158550547	NN30-02	A	ADM2		UK	T9				N		Roxburgh		ROXBURGHSHIRE	Roxburghshire	Roxburghshire	ROXBURGHSHIRE	Roxburghshire	Roxburghshire		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2606611	-3583945	55.5	-2.5	55:30:00N	2:30:00W	30UWG3158550547	NN30-02	A	ADM2		UK	T9				V				ROXBURGH	Roxburgh	Roxburgh	ROXBURGH	Roxburgh	Roxburgh		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2606611	-3583947	55.5	-2.5	55:30:00N	2:30:00W	30UWG3158550547	NN30-02	A	ADM2		UK	T9				V				ROXBURGHCOUNTY	Roxburgh County	Roxburgh County	ROXBURGHCOUNTY	Roxburgh County	Roxburgh County		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2607420	-3584963	55.5	-3	55:30:00N	3:00:00W	30UWG0000050433	NN30-02	A	ADM2		UK	T9				V				SELKIRK	Selkirk	Selkirk	SELKIRK	Selkirk	Selkirk		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2607420	-3584965	55.5	-3	55:30:00N	3:00:00W	30UWG0000050433	NN30-02	A	ADM2		UK	T9				V				SELKIRKCOUNTY	Selkirk County	Selkirk County	SELKIRKCOUNTY	Selkirk County	Selkirk County		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2607420	-3584966	55.5	-3	55:30:00N	3:00:00W	30UWG0000050433	NN30-02	A	ADM2		UK	T9				N		Selkirk		SELKIRKSHIRE	Selkirkshire	Selkirkshire	SELKIRKSHIRE	Selkirkshire	Selkirkshire		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2600653	-3576598	55.583333	-3.833333	55:35:00N	3:50:00W	30UVG4747060022	NN30-02	A	ADM2		UK	W5				N		Lanark		LANARKSHIRE	Lanarkshire	Lanarkshire	LANARKSHIRE	Lanarkshire	Lanarkshire		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2600653	-3576597	55.583333	-3.833333	55:35:00N	3:50:00W	30UVG4747060022	NN30-02	A	ADM2		UK	W5				V				LANARKCOUNTY	Lanark County	Lanark County	LANARKCOUNTY	Lanark County	Lanark County		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2600653	-3576595	55.583333	-3.833333	55:35:00N	3:50:00W	30UVG4747060022	NN30-02	A	ADM2		UK	W5				V				LANARK	Lanark	Lanark	LANARK	Lanark	Lanark		2010-06-01	1,2,3,4,5				1993-09-01		
1	-2604412	-3581233	53.6	-2.5	53:36:00N	2:30:00W	30UWE3308839135	NN30-08	A	ADMD		UK	B1				V				NORTHWESTERN	North Western	North Western	NORTHWESTERN	North Western	North Western		2010-04-30	1,2,3,4,5				1993-09-01		
1	-2604412	-3581232	53.6	-2.5	53:36:00N	2:30:00W	30UWE3308839135	NN30-08	A	ADMD		UK	B1				N				NORTHWEST	North West	North West	NORTHWEST	North West	North West		2010-04-30	1,2,3,4,5	1			1993-09-01		
1	-2608303	-3586040	51.666667	-1.066667	51:40:00N	1:04:00W	30UXC3370225735	NM30-03	A	ADMD		UK	K2				N		South Oxfordshire		SOUTHOXFORDSHIREDISTRICT	South Oxfordshire District	South Oxfordshire District	SOUTHOXFORDSHIREDISTRICT	South Oxfordshire District	South Oxfordshire District		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2610640	-3588893	51.666667	-1.416667	51:40:00N	1:25:00W	30UXC0949925152	NM30-03	A	ADMD		UK	K2				N		Vale of White Horse		VALEOFWHITEHORSEDISTRICT	Vale of White Horse District	Vale of White Horse District	VALEOFWHITEHORSEDISTRICT	Vale of White Horse District	Vale of White Horse District		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2604208	-3581014	52.15	-.883333	52:09:00N	0:53:00W	30UXC4481679834	NN30-12	A	ADMD		UK	J1				N				NORTHAMPTON	Northampton	Northampton	NORTHAMPTON	Northampton	Northampton		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2609731	-3587763	51.583333	-.583333	51:35:00N	0:35:00W	30UXC6743017464	NM30-03	A	ADMD		UK	B9				N				THREERIVERS	Three Rivers	Three Rivers	THREERIVERS	Three Rivers	Three Rivers		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2604506	-3581346	52.55	-1.083333	52:33:00N	1:05:00W	30UXD2995523940	NN30-12	A	ADMD		UK	H5				N				OADBYANDWIGSTON	Oadby and Wigston	Oadby and Wigston	OADBYANDWIGSTON	Oadby and Wigston	Oadby and Wigston		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2590059	-3563533	52.533333	-1.166667	52:32:00N	1:10:00W	30UXD2435321939	NN30-12	A	ADMD		UK	H5				N				BLABY	Blaby	Blaby	BLABY	Blaby	Blaby		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2588873	-3562038	51.833333	-.8	51:50:00N	0:48:00W	30UXC5158344790	NM30-03	A	ADMD		UK	B9				N				AYLESBURYVALE	Aylesbury Vale	Aylesbury Vale	AYLESBURYVALE	Aylesbury Vale	Aylesbury Vale		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2593593	-3567914	51.883333	-.816667	51:53:00N	0:49:00W	30UXC5026850315	NM30-03	A	PRSH		UK	B9				N				CRESLOW	Creslow	Creslow	CRESLOW	Creslow	Creslow		2010-06-01	1,2,3,4,5	1			1993-09-01		
1	-2609519	-3587502	52.083333	-4.616667	52:05:00N	4:37:00W	30UUC8922571540	NN30-10	A	ADMD		UK	X6				N				TEIFISIDE	Teifiside	Teifiside	TEIFISIDE	Teifiside	Teifiside		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2612236	-3590776	52.35	-2.366667	52:21:00N	2:22:00W	30UWD4313900156	NN30-11	A	ADM2		UK	Q4				N		Wyre Forest		WYREFORESTDISTRICT	Wyre Forest District	Wyre Forest District	WYREFORESTDISTRICT	Wyre Forest District	Wyre Forest District		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2608325	-3586068	52.466667	-2.85	52:28:00N	2:51:00W	30UWD1019012955	NN30-11	A	ADM2		UK	L6				N		South Shropshire		SOUTHSHROPSHIREDISTRICT	South Shropshire District	South Shropshire District	SOUTHSHROPSHIREDISTRICT	South Shropshire District	South Shropshire District		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2590776	-3564852	52	-3.416667	52:00:00N	3:25:00W	30UVC7139661120	NN30-11	A	ADMD		UK	Y8				V				BRYCHEINIOG	Brycheiniog	Brycheiniog	BRYCHEINIOG	Brycheiniog	Brycheiniog		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2590776	-3564426	52	-3.416667	52:00:00N	3:25:00W	30UVC7139661120	NN30-11	A	ADMD		UK	Y8				V				BRECON	Brecon	Brecon	BRECON	Brecon	Brecon		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2590776	-3564430	52	-3.416667	52:00:00N	3:25:00W	30UVC7139661120	NN30-11	A	ADMD		UK	Y8				V				BRECONSHIRE	Breconshire	Breconshire	BRECONSHIRE	Breconshire	Breconshire		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2590776	-3564425	52	-3.416667	52:00:00N	3:25:00W	30UVC7139661120	NN30-11	A	ADMD		UK	Y8				N		Brecknock		BRECKNOCKSHIRE	Brecknockshire	Brecknockshire	BRECKNOCKSHIRE	Brecknockshire	Brecknockshire		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2590776	-3564422	52	-3.416667	52:00:00N	3:25:00W	30UVC7139661120	NN30-11	A	ADMD		UK	Y8				V				BRECKNOCK	Brecknock	Brecknock	BRECKNOCK	Brecknock	Brecknock		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2605926	-3583096	52.25	-3.25	52:15:00N	3:15:00W	30UVC8293388874	NN30-11	A	ADMD		UK	Y8				V				RADNOR	Radnor	Radnor	RADNOR	Radnor	Radnor		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2605926	-3570736	52.25	-3.25	52:15:00N	3:15:00W	30UVC8293388874	NN30-11	A	ADMD		UK	Y8				V				FAESYFED	Faesyfed	Faesyfed	FAESYFED	Faesyfed	Faesyfed		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2605926	-3583098	52.25	-3.25	52:15:00N	3:15:00W	30UVC8293388874	NN30-11	A	ADMD		UK	Y8				N		Radnor		RADNORSHIRE	Radnorshire	Radnorshire	RADNORSHIRE	Radnorshire	Radnorshire		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2601753	-3577998	51.583333	-4	51:35:00N	4:00:00W	30UVC3071515171	NM30-02	A	ADMD		UK	Z1				N				LLWCHWR	Llwchwr	Llwchwr	LLWCHWR	Llwchwr	Llwchwr		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2587934	-3560842	51.65	-3.733333	51:39:00N	3:44:00W	30UVC4926522366	NM30-02	A	ADM2		UK	Y5				N				AFAN	Afan	Afan	AFAN	Afan	Afan		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2597012	-3572170	51.666667	-3.666667	51:40:00N	3:40:00W	30UVC5389424175	NM30-02	A	ADMD		UK	Y5				V				GLAMORGAN	Glamorgan	Glamorgan	GLAMORGAN	Glamorgan	Glamorgan		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2597012	-3572172	51.666667	-3.666667	51:40:00N	3:40:00W	30UVC5389424175	NM30-02	A	ADMD		UK	Y5				N		Glamorgan		GLAMORGANSHIRE	Glamorganshire	Glamorganshire	GLAMORGANSHIRE	Glamorganshire	Glamorganshire		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2597012	-3580078	51.666667	-3.666667	51:40:00N	3:40:00W	30UVC5389424175	NM30-02	A	ADMD		UK	Y5				V				MORGANWG	Morganwg	Morganwg	MORGANWG	Morganwg	Morganwg		2010-05-07	1,2,3,4,5				1993-09-01		
1	-2604579	-3581435	51.5	-3.583333	51:30:00N	3:35:00W	30UVC5950905590	NM30-02	A	ADMD		UK	X3				N				OGMOREANDGARW	Ogmore and Garw	Ogmore and Garw	OGMOREANDGARW	Ogmore and Garw	Ogmore and Garw		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2604377	-3581196	52.866667	-2.716667	52:52:00N	2:43:00W	30UWD1907357476	NN30-11	A	ADM2		UK	L6				N		North Shropshire		NORTHSHROPSHIREDISTRICT	North Shropshire District	North Shropshire District	NORTHSHROPSHIREDISTRICT	North Shropshire District	North Shropshire District		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2604218	-3581026	52.166667	-.416667	52:10:00N	0:25:00W	30UXC7667382722	NN30-12	A	ADM3		UK	Z5				N		North Bedfordshire		NORTHBEDFORDSHIREDISTRICT	North Bedfordshire District	North Bedfordshire District	NORTHBEDFORDSHIREDISTRICT	North Bedfordshire District	North Bedfordshire District		2010-08-27	1,2,3,4,5	1			1993-09-01		
1	-2603071	-3579601	52.5	-2.416667	52:30:00N	2:25:00W	30UWD3959816812	NN30-11	A	ADMD		UK	L6				N				MIDLAND	Midland	Midland	MIDLAND	Midland	Midland		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2591839	-3565730	52.183333	-.6	52:11:00N	0:36:00W	30UXC6407684145	NN30-12	A	PRSH		UK	Z5				N				CARLTONANDCHELLINGTON	Carlton and Chellington	Carlton and Chellington	CARLTONANDCHELLINGTON	Carlton and Chellington	Carlton and Chellington		2010-08-27	1,2,3,4,5	1			1993-09-01		
1	-2608513	-3586297	53.05	-2	53:03:00N	2:00:00W	30UWD6703278300	NN30-09	A	ADMD		UK	M9				N				STAFFORDSHIREMOORLANDS	Staffordshire Moorlands	Staffordshire Moorlands	STAFFORDSHIREMOORLANDS	Staffordshire Moorlands	Staffordshire Moorlands		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2595274	-3570015	52.833333	-1.916667	52:50:00N	1:55:00W	30UWD7298154280	NN30-12	A	ADMD		UK	M9				N				EASTSTAFFORDSHIRE	East Staffordshire	East Staffordshire	EASTSTAFFORDSHIRE	East Staffordshire	East Staffordshire		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2591717	-3565571	52.733333	-2	52:44:00N	2:00:00W	30UWD6752243076	NN30-12	A	ADMD		UK	M9				N				CANNOCKCHASE	Cannock Chase	Cannock Chase	CANNOCKCHASE	Cannock Chase	Cannock Chase		2010-05-07	1,2,3,4,5	1			1993-09-01		
1	-2608173	-3585895	51.916667	-.566667	51:55:00N	0:34:00W	30UXC6734854568	NM30-03	A	ADM2		UK	Z6				N		South Bedfordshire		SOUTHBEDFORDSHIREDISTRICT	South Bedfordshire District	South Bedfordshire District	SOUTHBEDFORDSHIREDISTRICT	South Bedfordshire District	South Bedfordshire District		2010-08-27	1,2,3,4,5	1			1993-09-01		
1	10875523	11863597	52.0005	-.41	52:00:02N	0:24:36W	30UXC7778864261	NN30-12	A	ADM1		UK	Z6				N				CENTRALBEDFORDSHIRE	Central Bedfordshire	Central Bedfordshire	CENTRALBEDFORDSHIRE	Central Bedfordshire	Central Bedfordshire		2010-08-27	1,2,3,4,5,6,7	1			2010-08-27		
1	-2603746	-3580458	53.083333	-2.6	53:05:00N	2:36:00W	30UWD2679281615	NN30-08	A	ADMD		UK	Z7				N				NANTWICH	Nantwich	Nantwich	NANTWICH	Nantwich	Nantwich		2010-08-27	1,2,3,4,5	1			1993-09-01		
1	-2605266	-3582270	53.25	-2.35	53:15:00N	2:21:00W	30UWE4336900279	NN30-08	A	PRSH		UK	Z7				N				PEOVERSUPERIOR	Peover Superior	Peover Superior	PEOVERSUPERIOR	Peover Superior	Peover Superior		2010-08-27	1,2,3,4,5	1			1993-09-01		
1	-2605266	-3582269	53.25	-2.35	53:15:00N	2:21:00W	30UWE4336900279	NN30-08	A	PRSH		UK	Z7				V				PEOVER	Peover	Peover	PEOVER	Peover	Peover		2010-08-27	1,2,3,4,5				1993-09-01		
1	10876240	11864590	53.200161	-2.74999	53:12:01N	2:45:00W	30UWD1670194566	NN30-08	A	ADM1		UK	Z8				N				CHESHIREWESTANDCHESTER	Cheshire West and Chester	Cheshire West and Chester	CHESHIREWESTANDCHESTER	Cheshire West and Chester	Cheshire West and Chester		2010-08-27	1,2,3,4,5,6,7	1			2010-08-27		
1	-2587989	-3560916	53.866667	-1.683333	53:52:00N	1:41:00W	30UWE8658069491	NN30-09	A	ADM1H		UK	00				N				AIREBOROUGH	Aireborough	Aireborough	AIREBOROUGH	Aireborough	Aireborough		2011-02-02	1,2,3,4,5	1			2011-02-02		
1	-2588842	-3562004	51.433333	-2.5	51:26:00N	2:30:00W	30UWB3475798134	NM30-02	A	ADM1H		UK	00				N				AVON	Avon	Avon	AVON	Avon	Avon		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2589606	-3562977	54.583333	-5.95	54:35:00N	5:57:00W	30UUF0937052428	NN30-04	A	ADM1H		UK	00				N				BELFAST	Belfast	Belfast	BELFAST	Belfast	Belfast		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2589736	-3563129	51.5	-1.25	51:30:00N	1:15:00W	30UXC2146806881	NM30-03	A	ADM1H		UK	00				V				BERKS	Berks	Berks	BERKS	Berks	Berks		2011-02-02	1,2,3,4,5				1993-09-01		
1	-2589736	-3563130	51.5	-1.25	51:30:00N	1:15:00W	30UXC2146806881	NM30-03	A	ADM1H		UK	00				N				BERKSHIRE	Berkshire	Berkshire	BERKSHIRE	Berkshire	Berkshire		2011-02-02	1,2,3,4,5	1			2011-02-02		
1	-2591509	-3565773	53.083333	-4	53:05:00N	4:00:00W	30UVD3302082008	NN30-08	A	ADM1H		UK	00				V				CARNARVONSHIRE	Carnarvonshire	Carnarvonshire	CARNARVONSHIRE	Carnarvonshire	Carnarvonshire		2011-02-02	1,2,3,4,5				1993-09-01		
1	-2591509	-3565770	53.083333	-4	53:05:00N	4:00:00W	30UVD3302082008	NN30-08	A	ADM1H		UK	00				V				CARNARVON	Carnarvon	Carnarvon	CARNARVON	Carnarvon	Carnarvon		2011-02-02	1,2,3,4,5				1993-09-01		
1	-2591509	-3565290	53.083333	-4	53:05:00N	4:00:00W	30UVD3302082008	NN30-08	A	ADM1H		UK	00				V				CAERNARVON	Caernarvon	Caernarvon	CAERNARVON	Caernarvon	Caernarvon		2011-02-02	1,2,3,4,5				1993-09-01		
1	-2591509	-3565291	53.083333	-4	53:05:00N	4:00:00W	30UVD3302082008	NN30-08	A	ADM1H		UK	00				N		Caernarvon		CAERNARVONSHIRE	Caernarvonshire	Caernarvonshire	CAERNARVONSHIRE	Caernarvonshire	Caernarvonshire		2011-02-02	1,2,3,4,5	1			2011-02-02		
1	-2591509	-3561568	53.083333	-4	53:05:00N	4:00:00W	30UVD3302082008	NN30-08	A	ADM1H		UK	00				V				ARFON	Arfon	Arfon	ARFON	Arfon	Arfon		2011-02-02	1,2,3,4,5				1993-09-01		
1	-2592174	-3566153	56.083333	-4.116667	56:05:00N	4:07:00W	30VVH3050815916	NO30-10	A	ADM1H		UK	00				N		Central		CENTRALREGION	Central Region	Central Region	CENTRALREGION	Central Region	Central Region		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2592747	-3566871	54.5	-1.216667	54:30:00N	1:13:00W	30UXF1548540618	NN30-06	A	ADM1H		UK	00				N				CLEVELAND	Cleveland	Cleveland	CLEVELAND	Cleveland	Cleveland		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2609497	-3587473	56.416667	-3.533333	56:25:00N	3:32:00W	30VVH6709652583	NO30-11	A	ADM1H		UK	00				N		Tayside		TAYSIDEREGION	Tayside Region	Tayside Region	TAYSIDEREGION	Tayside Region	Tayside Region		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2610384	-3588578	54.916667	-1.566667	54:55:00N	1:34:00W	30UWF9187586459	NN30-06	A	ADM1H		UK	00				N				TYNEANDWEAR	Tyne and Wear	Tyne and Wear	TYNEANDWEAR	Tyne and Wear	Tyne and Wear		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2611258	-3589636	51.583333	-3.75	51:35:00N	3:45:00W	30UVC4803614963	NM30-02	A	ADM1H		UK	00				N				WESTGLAMORGAN	West Glamorgan	West Glamorgan	WESTGLAMORGAN	West Glamorgan	West Glamorgan		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2611326	-3589713	52.5	-1.966667	52:30:00N	1:58:00W	30UWD7014517154	NN30-12	A	ADM1H		UK	00				N				WESTMIDLANDS	West Midlands	West Midlands	WESTMIDLANDS	West Midlands	West Midlands		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2611410	-3589810	52.25	.833333	52:15:00N	0:50:00E	31UCT5209691056	NN31-10	A	ADM1H		UK	00				N				WESTSUFFOLK	West Suffolk	West Suffolk	WESTSUFFOLK	West Suffolk	West Suffolk		2011-02-02	1,2,3,4,5	1			2011-02-02		
1	-2611450	-3589853	53.7	-1.583333	53:42:00N	1:35:00W	30UWE9352551076	NN30-09	A	ADM1H		UK	00				N				WESTYORKSHIRE	West Yorkshire	West Yorkshire	WESTYORKSHIRE	West Yorkshire	West Yorkshire		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2592869	-3567022	53.083333	-3.5	53:05:00N	3:30:00W	30UVD6651081658	NN30-08	A	ADM1H		UK	00				N				CLWYD	Clwyd	Clwyd	CLWYD	Clwyd	Clwyd		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2589547	6086936	52	-.5	52:00:00N	0:30:00W	30UXC7161363989	NN30-12	A	ADM1H		UK	00				V				BEDFORD	Bedford	Bedford	BEDFORD	Bedford	Bedford		2011-02-02	1,2,3,4,5,6,7				1993-09-01		
1	-2589547	6086937	52	-.5	52:00:00N	0:30:00W	30UXC7161363989	NN30-12	A	ADM1H		UK	00				N		Bedfordshire		COUNTYOFBEDFORDSHIRE	County of Bedfordshire	County of Bedfordshire	BEDFORDSHIRE COUNTYOF	Bedfordshire, County of	Bedfordshire, County of		2011-02-02	1,2,3,4,5,6,7	1			2011-02-02		
1	-2589547	-3562909	52	-.5	52:00:00N	0:30:00W	30UXC7161363989	NN30-12	A	ADM1H		UK	00				V				BEDS	Beds	Beds	BEDS	Beds	Beds		2011-02-02	1,2,3,4,5,6,7				1993-09-01		
1	-2589547	-3562898	52	-.5	52:00:00N	0:30:00W	30UXC7161363989	NN30-12	A	ADM1H		UK	00				V				BEDFORDSHIRE	Bedfordshire	Bedfordshire	BEDFORDSHIRE	Bedfordshire	Bedfordshire		2011-02-02	1,2,3,4,5,6,7				1993-09-01		
1	-2589547	-3562895	52	-.5	52:00:00N	0:30:00W	30UXC7161363989	NN30-12	A	ADM1H		UK	00				V				BEDFORD	Bedford	Bedford	BEDFORD	Bedford	Bedford		2011-02-02	1,2,3,4,5,6,7				1993-09-01		
1	-2592371	-3566396	53.166667	-2.583333	53:10:00N	2:35:00W	30UWD2785590892	NN30-08	A	ADM1H		UK	00				V				CHESHIRE	Cheshire	Cheshire	CHESHIRE	Cheshire	Cheshire		2011-02-02	1,2,3,4,5,6,7				1993-09-01		
